	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
36188	6372	B000RNSDKE	AA7P2NEC94K79	Sports & Outdoors	5	This bar is stiff.	1.0	Warning	no	before		4
36247	6381	B000RSOV50	A3IS6HB3B4M2YF	Tools & Home Improvement	4	To rehab NIMH I discovered that you want to use the test function not the refresh function.	1.0	Usage	yes	after		17
36249	6381	B000RSOV50	A3IS6HB3B4M2YF	Tools & Home Improvement	6	The Manual does not explain the use of each function very well.	1.0	Warning	yes	before		12
36273	6385	B000RVWY42	A1BCRHGUE3ZWEU	Musical Instruments	4	Only downfall is that you can only use a single function at any one time.	1.0	Warning	yes	before		15
36286	6387	B000RW0GT6	A1CNDQC2IXGEPN	Musical Instruments	10	I did replace the pins with Presentation Tusq Pins, I could not really tell a difference in sound, but it did make it look nicer.	1.0	Usage	yes	after		25
36375	6403	B000RZ2IR6	A3BQX6QJ0RV39A	Sports & Outdoors	3	But the pad is a little long at the top and bottom (approx 1+ mm) and the holes are not drilled right.	1.0	Size	yes	before		21
36383	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	3	The biggest issue is that the crisscross back straps dont hold it to your waist as expected.	1.0	Warning	yes	after	before	17
36384	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	4	I keep having to use caution as to not catch it in machines.	1.0	Warning	no	after	after	13
36385	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	5	For the price I can live with it and maybe get a waist strap added.	1.0	Complementary product	yes	both		15
36394	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	1	We got this for my son when he was about 18 months old, and he loves it!	1.0	Population segment	yes	before		16
36397	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	4	The pieces are sturdy, and although its a little stiff initially, after a few uses, they fit together and come apart very easily!	1.0	Usage	yes	both		23
36491	6420	B000S6I530	A38GX6ELL563CJ	Toys & Games	13	Keep a stock of AAs and AAAs handy - if this cars as popular in your home as it is in mine, youll need em.	1.0	Complementary product	yes	before		24
36493	6421	B000S7ZSTS	AT8LHXT8R38MB	Tools & Home Improvement	2	Attempting  to bond two metal pieces together (the adhesive looked strange) it would not hold.	1.0	Warning	yes	before		15
36515	6423	B000S8WOOY	A3BMWLJ73D3I1D	Sports & Outdoors	2	Easy to lock and unlock when on the rope, Can be used with a combination of items for additional tools, lowering, locking, etc.	1.0	Usage	yes	both		23
36552	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	4	The amazing amount of weight this hook can hold without issue is astonishing.	1.0	Usage	yes	both		13
36558	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	10	Can hold a crazy amount of weight compared to a typical screw in hook, even when install in just drywall.	1.0	Usage	yes	both		20
36560	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	12	Built in leveling line as well as a tang make hanging them without a level easier and faster.	1.0	Usage	yes	both		18
36573	6434	B000SELU52	A2RMC2QHONGPGC	Baby	4	Definitely recommend to any mommy who has an upstairs nursery!	1.0	Usage	yes	before		10
36602	6442	B000SL4JVW	A2YECMVP6YAKUO	Sports & Outdoors	6	Dont forget to turn it off.	1.0	Usage	yes	both		6
36643	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	4	The problem is that I didnt consider that for task #2 there was another attachment we would need and a couple of scraping tools which are available in another kit so I now have two of each of these accessories because it was cheaper to purchase a more complete kit than buy the tools separately.	1.0	Usage	yes	before		54
36644	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	5	My suggestion is that before ordering this kit, you give some thought to the jobs for which you will need it.	1.0	Usage	yes	before		21
36645	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	6	This kit is fine for the original purpose but not complete enough for another task currently underway using the sequel kit with the detail scrapers.	1.0	Usage	yes	both		25
36658	6454	B000STKK9E	A35341SNQB7RE	Sports & Outdoors	3	I would highly recommend these grips if you are looking to improve your accuracy all around.	1.0	Other	yes	both		16
36663	6456	B000SXSMYK	AGK8MTJY9D9B9	Baby	1	This did not shrink when I washed and dryed it.	1.0	Maintenance	yes	both		10
36668	6457	B000SZM78A	A1I6HYQVP0C53N	Sports & Outdoors	2	"For reference, on my size 10 feet top of the sock rises an inch above my ankle ""knob""."	1.0	Size	yes	both		17
36697	6461	B000T2C7Z0	A11MNKGD2VLZOB	Sports & Outdoors	5	However, it should be noted that that side mounting bracket is NOT included with the safe (it is pictured with the side mounting bracket).	1.0	Complementary product	yes	before		24
36709	6462	B000T2YKIM	A87OAC23M1AVX	Toys & Games	10	If you are a childcare provider, teacher (Id say K & 1st would be best), or parent of 2-8-year olds (who wouldnt put them in their mouths), this is a wonderful set to hone their counting, sorting, visual discrimination, and fine motor skills.	1.0	Usage	yes	both		40
36734	6466	B000T5PMZ4	A1XAI08G1SA66C	Baby	2	But after using it everyday, it got flimsy and thin.	1.0	Usage	yes	before		10
36764	6473	B000T9S2BG	A1RW8298N7K6JM	Toys & Games	4	The candles are difficult to insert, and tip all over the place once they are inserted.	1.0	Warning	yes	after		16
36842	6485	B000TGBZI6	A1NNZB448WT9OU	Toys & Games	3	Secondly, within the first few minutes of my child playing with the figurine, Donald Ducks hand just simply fell off and this was not a result of the item being played with aggressively.	1.0	Warning	yes	before		33
36849	6486	B000TGDGLU	A3AVJCB1ZD6ZY5	Tools & Home Improvement	5	You have to have some clearance around them to keep nearby items from catching fire and this takes up a lot of much-needed floor space.2.	1.0	Warning	yes	before		23
36867	6489	B000TH4MMG	A6MB1MKAGJ3G4	Sports & Outdoors	3	My advice to buyers: Be prepared to return the pads, because just having Promax mechanical disc brakes isnt enough - you apparently have to have a specific style, too.	1.0	Warning	yes	before		28
36871	6490	B000TH8OJS	AGXY576DF2CJ2	Sports & Outdoors	4	Tread is good for asphalt and sandy surfaces.	1.0	Usage	yes	both		8
36914	6500	B000TTNCWK	A3SC9EQJVD4HMI	Sports & Outdoors	3	The screwing up/down action is smooth and fast, unlike some other carabiners where it takes a ridiculous amount of turns to lock and unlock the thing.	1.0	First time use	yes	before		25
36921	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	4	Could use some lock-tite for the bolts going through the gun though.	1.0	Usage	yes	after		11
36924	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	7	If you have a long pump handle, this will not work.	1.0	Usage	yes	before		11
36925	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	8	Make sure your pump handle does not cover the load door on the bottom of the riffle during a pump action.	1.0	Usage	no	after		21
36929	6503	B000TUT87W	A2UKRIEK1LYW17	Tools & Home Improvement	3	After cutting the desired opening in the drywall I bought a 1x4 and cut it into 15 inch sections, used some construction adhesive and carefully slide them in while gently alternating the hammer from top to bottom driving the spacers in so I could box in the studs to make a 16 opening for inside bolt holes (12 of them).	1.0	Workaround	yes	both		56
36942	6506	B000TY190C	A2PH8N4M6Z4VKE	Tools & Home Improvement	2	Of course I dont use them to drill tough stuff like stainess, but theyre great for the softer stuff; brass, aluminum, plastic, wood, dried super glue tube tips.	1.0	Usage	yes	both		28
36964	6510	B000U3U1WY	A3DN558D2UA7Y0	Baby	1	Looks cute, but started falling apart within 6 months.	1.0	Usage	no	before		8
36967	6511	B000U3X1YY	AJ97IBS9M6HE7	Sports & Outdoors	2	I do add the cloth correctly, step by step, but always seem to get it to tear while going through the chamber, so I bought a snake bore to prevent any serious damage.	1.0	Complementary product	yes	both		33
36987	6515	B000U3Z85Y	AR0TID0Y19R2X	Sports & Outdoors	11	Meaning it is not very concealable.	1.0	Warning	no	before		6
36996	6517	B000U439KO	A2FSUMOO31ZVNQ	Sports & Outdoors	3	Definitely recommend these for anyone shooting rifles or shotguns as well as for anyone who doesnt want their hearing protection taking up massive amounts of room in their range bag.	1.0	Usage	yes	both		30
37035	6527	B000U9BY0Q	AVRJFVHJA9U30	Sports & Outdoors	5	Keep in mind this type of knife is more of a light utility knife rather than a cave man chainsaw.	1.0	Usage	no	both		20
37048	6531	B000UCHS62	AG03XLWP44BOM	Baby	1	My son meets the minimum height and weight requirements for this seat and he does not fit in the seat the way the manual claims he should so Im going to suggest waiting until your child is at least 38 tall for the shortest setting.	1.0	Population segment	yes	before		44
37053	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	3	To be clear, the tent has no shingles printed on the roof; it is just plain brown.	1.0	Other	no	before		17
37054	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	4	The door is a roll-up variety, not a swinging door.	1.0	Other	yes	before		9
37055	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	5	There is no patio element at all.	1.0	Other	yes	before		7
37056	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	6	The plastic support pieces are cream colored, not green.	1.0	Other	yes	before		9
37081	6535	B000UECKH2	A180Y3G9OVEW60	Sports & Outdoors	5	Although I will strongly recommend  that you use Velox rim tapes (rather than usual rubber ones) if you  are going to crank up above 90psi.	1.0	Usage	no	after		24
37112	6538	B000UEL172	AAPKZ9V41KNKD	Toys & Games	5	The 3 year old has been spinning, using it as a step stool, climbing on it, using it as a rocking chair to watch a tv show (bonus, its plastic so its easily washable and concave- potty training accidents are contained and SUPER easy to clean up- way better than on the carpet!)	1.0	Alternative use	yes	after		50
37113	6538	B000UEL172	AAPKZ9V41KNKD	Toys & Games	6	a helmet, a turtle shell, a slide for her toys, a mixing bowl, and a basket to help carry toys to clean up (HOORAY!).	1.0	Alternative use	yes	after		24
37115	6538	B000UEL172	AAPKZ9V41KNKD	Toys & Games	8	Ive snagged it to use as a small step stool around the house and its held up nicely.	1.0	Alternative use	yes	after		18
37124	6540	B000UFWQW0	A36S3WJUWDL2R3	Baby	3	They are great for so many things, not just baby stuff.	1.0	Alternative use	yes	both		11
37129	6540	B000UFWQW0	A36S3WJUWDL2R3	Baby	8	Just slide the two tabs towards each other and pull gently.	1.0	Usage	yes	after		11
37135	6542	B000UI8CQG	A2WS6FMF750EI9	Toys & Games	2	As a prior reviewer noted, kids five and under will have trouble getting her tail back on.	1.0	Population segment	yes	before		17
37187	6552	B000ULU7SY	ASG87BTM7WT3D	Sports & Outdoors	5	If your riding primarily on pavement or sidewalks... occasionally on unpaved roads, grass.... these are a good buy for a hybrid tire.	1.0	Usage	yes	both		22
37205	6556	B000UO7BXK	A2H7AOXP8KUXQ1	Baby	5	The pocket in the back is not very functional for anything other than tucking the panda tail when not in use.	1.0	Warning	yes	before		21
37216	6557	B000UOGDVQ	A28973L3OU3OVV	Toys & Games	5	The bed- once you put it in the room or the attic, you can barely fit anything else in there...	1.0	Size	yes	both		19
37238	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	11	To unlock the knife from the sheath you just use your thumb to press down on the sheath to flex the nubs out of the way while pulling the knife out.	1.0	First time use	yes	after		31
37239	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	12	The nub system works fairly well and is good by itself if you are constantly pulling your KB in and out of the sheath.	1.0	Usage	no	after		24
37248	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	21	I find this retainer to be optional and wish it was removable.	1.0	Usage	no	after		12
37267	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	40	I dont recommend wearing it on your backside.	1.0	Usage	yes	after		8
37269	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	42	The best way to carry your knife incognito on ones belt is to have it hang vertically with the tip of the sheath stuffed down your pocket.	1.0	Usage	no	after		27
37297	6564	B000UU5K1E	A3RM3PJM5RXYNW	Sports & Outdoors	2	I should have looked at the specs.	1.0	Size	no	before		7
37328	6570	B000UUHU6W	A3EFNMDK1AZRBE	Tools & Home Improvement	7	I think it would be overkill if you need lines on concrete or rough framing...	1.0	Warning	yes	both		15
37395	6576	B000UVL1YS	A2507ZYWGMY9BK	Tools & Home Improvement	24	It isnt designed to replace any tools in your toolbox.	1.0	Usage	no	after		10
37414	6581	B000UXQFVU	A3Q4E9U68LA507	Baby	4	This carrier is light, breathable, and very easy to put on.	1.0	First time use	yes	both		11
37415	6581	B000UXQFVU	A3Q4E9U68LA507	Baby	5	I wanted a carrier that allowed my son to face forward and this product had so many different carrying options.	1.0	First time use	yes	both		20
37425	6582	B000UXROTC	APA45TYYE9IB8	Baby	4	It does slowly stretch with lots of use, but after washing and drying it with the rest of your laundry, the wrap regains its tightness.	1.0	Maintenance	yes	after		25
37448	6587	B000V24GVQ	A2I4H965C16V7Q	Sports & Outdoors	2	Upon arrival the chrome plating is chipped in a bunch of spots, the welds are very ugly with some rough spots, and the handle is not attached completely straight.	1.0	Warning	yes	before		29
37490	6589	B000V2JAI0	A2IABP80E6P65D	Tools & Home Improvement	40	If you act like a brute, a red warning light comes on.	1.0	Warning	yes	after		12
37560	6598	B000V5DHT0	A2VJJ2POCLMED7	Toys & Games	1	This required a lot more force than I was expecting, pressing the rods into the bolts on a concrete surface.	1.0	Usage	no	after		20
37569	6598	B000V5DHT0	A2VJJ2POCLMED7	Toys & Games	10	The included groceries are basically cardboard cutouts that you have to assemble (taping them is strongly recommended).	1.0	Usage	yes	after		17
37601	6602	B000V98HCI	A3BWP7L0XDARB1	Baby	2	You just have to get them wet and they stick to the walls of the bath area.	1.0	Usage	yes	both		17
37612	6605	B000V9PSIE	A2H1U31KRK5X5L	Sports & Outdoors	1	PROcomfortablemaybe warm without windseems well madeprice OKCONslightly bigger then expectedwith wind like cycling hands are coldMay be better for jogging or other minimal wind activities.	1.0	Usage	no	before		25
37693	6619	B000VEA64A	A1C5GJ35B3GUPX	Sports & Outdoors	3	My only complaint is that it is not easy to take the lid off of the bucket while it is hanging to refill it.	1.0	Usage	no	after		24
37701	6621	B000VEHLIY	A2ZJF26DWW28MO	Baby	3	It was easy to remove, easy to put in, not too bulky, and not cheaply made.	1.0	Usage	yes	both		16
37702	6621	B000VEHLIY	A2ZJF26DWW28MO	Baby	4	The harnesses do adjust in the back but to me that was no big issue but I guess to other reviewers thats a con but the good thing is, that they are super simple to adjust to your babys needs.	1.0	Usage	yes	both		40
37734	6627	B000VJJQUU	ALEFGB3G2BYG8	Musical Instruments	2	dont buy this cables they keep failing, cheap material with WHAT I SPENT ON THEM YOU COULD BUY A COUPLE DECENT ONES	1.0	Warning	yes	before		22
37736	6628	B000VJRSYQ	A3OV3AYCL1ME8B	Tools & Home Improvement	2	I bought two of these abominations and neither of them have any consistent range beyond 5 or so inches from the sensor.	1.0	Warning	no	before		21
37752	6631	B000VL4G08	A2YYKWEKAAL2GB	Sports & Outdoors	3	The handle, however, is overly open for those with small fingers.	1.0	Warning	yes	after		11
37759	6633	B000VNITQS	A13L24Q3OKM0VK	Sports & Outdoors	2	When full of water the bag is really heavy, so be sure to tight it to a strong branch or palm tree.	1.0	Usage	yes	after		22
37771	6636	B000VOEIQM	A6FIAB28IS79	Sports & Outdoors	5	The instructions indicate the number of sessions per week as well as the recommended duration for each session.	1.0	Warning	yes	after		18
37773	6636	B000VOEIQM	A6FIAB28IS79	Sports & Outdoors	7	This is the first time that, following the use of such a belt, Ive noticed burns--three large-sized red marks where the conduction pads meet the skin, painless but nevertheless plainly visible 5-6 days later.	1.0	First time use	yes	after		33
37775	6636	B000VOEIQM	A6FIAB28IS79	Sports & Outdoors	9	The pads are apt to dry out, lose their effectiveness, and require replacement every week or two.	1.0	Complementary product	yes	before		17
37783	6638	B000VOK13Q	A2NWF0HC5Y2335	Tools & Home Improvement	3	Rubber grip is comfortable but might be a bit too soft as I already have some rips in it though.	1.0	Usage	yes	after		20
37787	6640	B000VRFKUC	A3TSD77T9DBARX	Tools & Home Improvement	2	One thing to note--the Fluke 177 wont tell you that the fuses are bad so the only way to tell is to open it up and test the fuses.	1.0	Usage	yes	after		29
37802	6642	B000VS4LBK	A2J1Q33PDYVSU8	Baby	4	As others have mentioned, there are more parts to clean & put together than usual (which I was fine with if they were good bottles that also helped with gas issues).	1.0	Maintenance	yes	after		30
37804	6642	B000VS4LBK	A2J1Q33PDYVSU8	Baby	6	In addition, the newborn flow of the nipple in this set seems to be too fast for my newborn as she choked every time she ate.	1.0	Population segment	yes	before		26
37820	6645	B000VSJH8C	A38OO05LV8XICY	Sports & Outdoors	4	Its strong, sturdy, and feels safe and that to me is important when Im hanging upside down.	1.0	Usage	yes	both		17
37821	6645	B000VSJH8C	A38OO05LV8XICY	Sports & Outdoors	5	You need to acclimate yourself to going upside down before doing it to long or going fully inverted.	1.0	First time use	yes	both		18
37846	6648	B000VSONTU	AA8DA9I7558HX	Tools & Home Improvement	4	The FatMax is non-magnetic and cheaply made.	1.0	Warning	yes	before	before	6
37847	6648	B000VSONTU	AA8DA9I7558HX	Tools & Home Improvement	5	The level was received with abrasions and gouges on the business side.	1.0	Warning	no	before		12
37856	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	2	I bought this to update my 71 Schwinn Varsity resto-mod to a modern compact crank.	1.0	Complementary product	yes	before		13
37857	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	3	It installed fairly easily, you need to make sure the bolt holes are aligned when you press it in.	1.0	First time use	yes	after		19
37859	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	5	That said, if I ever decided to take it out again Id probably use a file or Dremel to gently increase the angle on the interior end of the adapter (the section against the frame shell) to gain a bit of clearance against the original stops for the bottom bracket cups rather than grind the frame.	1.0	Workaround	yes	after		56
37871	6653	B000VUAGAS	A3E02KBFI21TY0	Sports & Outdoors	2	For one thing, I know that I sweat a lot in my Yoga classes and it seems impossible for those communal blocks to be cleaned very well.	1.0	Usage	yes	after		27
37912	6658	B000VWC4JM	A5SOFKVG4E9EI	Baby	7	Its pretty flimsy and not very sturdy.	1.0	Warning	yes	before		7
37961	6665	B000VXXHUQ	A5ZSA8AOEW76C	Toys & Games	3	Only thing that Im not in love with is how the front scoop is so flush with the ground that it has a real hard time being used on uneven surfaces.	1.0	Warning	yes	before		31
37988	6670	B000VYL3EM	A1GJGQAEQCFZB0	Sports & Outdoors	2	My only comment would be to wear gloves when using this product as your hands become extremely slippery.	1.0	Complementary product	yes	both		18
37989	6670	B000VYL3EM	A1GJGQAEQCFZB0	Sports & Outdoors	3	The cloth is not that durable so you need to rub gently or you will rub a hole in the cloth.	1.0	Usage	yes	after		21
38007	6673	B000VYPDLQ	A19IH70IIDS31C	Sports & Outdoors	2	"I am 5 8 1/2"", 190 pounds with a body fat ratio of less that 19%, and I could not adjust this thing to fit."	1.0	Size	yes	before		20
38033	6677	B000VZ2Q5G	A3JSD6O2M28T11	Sports & Outdoors	6	It really needs to be operated by an adult though as a child cannot really depress the pedal mechanism without moving the machine and disrupting the aim.	1.0	Usage	yes	after		28
38042	6678	B000VZKEWS	A1Q6658P5Z5VWZ	Sports & Outdoors	7	It was pictured with a strap, but the strap DOES NOT come with the product.	1.0	Warning	yes	before		15
38071	6681	B000W00X1Y	A2EZWZ8MBEDOLN	Musical Instruments	10	Be forewarned - this pedal is gigantic in dimension.	1.0	Warning	yes	after		8
38108	6687	B000W32TN6	A1BITE87QKYF64	Sports & Outdoors	15	There is no way to add a scope to it, although not needed as the rifle does not shoot to far.	1.0	Warning	yes	before		21
38109	6687	B000W32TN6	A1BITE87QKYF64	Sports & Outdoors	16	The trigger is too hard for a kid, I tool out the back top screw and side screw (the one farthest back).	1.0	Workaround	no	both		22
38175	6697	B000W7HMAW	A27951S4ZN7T2K	Sports & Outdoors	1	THE BEARINGS ARE VERY ROUGH.	1.0	Warning	no	before		5
38194	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	16	You can easily combine this expansion with Seafarers (and any of its scenarios) for a fully immersive experience into the land of Catan.	1.0	Usage	yes	both		23
38196	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	18	There is a greater learning curve to this expansion, so be ready to take it slow a few times.	1.0	Usage	yes	after		19
38197	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	19	If you dont like complexity, better stick with just the base set.	1.0	Usage	yes	before		12
38198	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	20	And dont forget, if you want to play with 5-6 players, you need the extension set too.	1.0	Usage	yes	both		16
38205	6702	B000W8O2CC	A1UIFYHKWM67OV	Baby	1	I sent this back, it was so big!	1.0	Size	yes	before		8
38210	6703	B000W8RTFO	A3UIB7JH68MFSE	Baby	3	The sides and back are a thin composite bendable board, which was a disappointment, but not altogether a deal breaker.	1.0	Warning	no	before		20
38213	6703	B000W8RTFO	A3UIB7JH68MFSE	Baby	6	Also, the wood grain on the composite material doesnt match the pieces that are actual wood - they look like they are from an entirely different piece.	1.0	Warning	yes	before		26
38296	6716	B000WEMMUK	A1RNL38FZSTVWK	Sports & Outdoors	2	Used it a total of 7-9 times.	1.0	Warning	yes	before		6
38304	6718	B000WG02TG	A2U8IAE1M1DID1	Sports & Outdoors	5	That said, I wouldnt get these boots if you have weak ankles or are looking for support.	1.0	Warning	no	before		17
38311	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	5	USE: the trickiest part of setup, if you dont have a bike repair stand, is finding a good position for your bike while still being able to crank the chain.	1.0	Warning	yes	after		30
38312	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	6	once i found a good position i snapped the product onto my chain with ease, filled it up with the cleaning fluid, and started cranking... first, be careful how you position the tool or you could knock the chain off the chainring, happened a couple times and made quite a mess considering i had to reposition the bike and eventially remove the product so i could re-route my chain.	1.0	Warning	yes	after		68
38314	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	8	when you stop cranking the cleaning fluid will drip quite a bit so you want to do this in a designated service area (i. e. not on your wifes favorite rug).	1.0	Warning	yes	after		29
38315	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	9	after you remove it i suggest wiping the excess fluid from effected areas and running your chain through a rag to soak up the excess.	1.0	Maintenance	yes	after		25
38327	6721	B000WH2WIO	A12IJIK9OUEH4K	Tools & Home Improvement	2	My favorite part about this is that the whole structure to making a torch like it is plain to see, say if i wanted to make a larger one like it, or had things laying around to make my own.	1.0	Usage	yes	both		40
38350	6727	B000WJPCFW	A71TTVOAW7IUW	Baby	4	It has helped him with coordination and muscle control.	1.0	Usage	yes	both		9
38353	6727	B000WJPCFW	A71TTVOAW7IUW	Baby	7	My son needed to be held a lot, and so this was our answer when we didnt want him crying and needed to get things done around the house.	1.0	Usage	yes	both		29
38376	6731	B000WPBAVQ	A1V7M411YCI1QX	Baby	3	He also loves to pull himself up on the gates and the play yard has been sturdy enough to allow that.	1.0	Usage	yes	both		21
38418	6741	B000WUBJZS	A1BQAYM0641EDF	Tools & Home Improvement	8	Also clean all the rust off first, will take more time than you think.	1.0	Usage	yes	both		14
38435	6744	B000WUF4LS	A1YTIGPH3FBZLS	Baby	4	The straps can NOT be removed.	1.0	Workaround	no	after		6
38453	6745	B000WUF4LS	A3MEMX0XF00TBD	Baby	7	Larger children may not be able to use this product for any extended period of time.	1.0	Size	no	before		16
38473	6749	B000WYCGB0	A3SUZA0C8QV8AW	Sports & Outdoors	6	It comes with the standard thick wire mounting capability, along with a bracket to slide onto a bike tube.	1.0	Workaround	yes	after		19
38480	6750	B000WYCKBG	A2AY4YUOX2N1BQ	Sports & Outdoors	3	I have used it in the following applications with great success:- Doors, windows, locks and other household uses.- Rollerblade and bicycle lubrication- When tearing down and re-lubing two telescope focusing mechanisms- To fix a stiff camera telephoto-zoom lens- Lubricating rangefinder film camera advance mechanisms- Computer fans where the stock grease had gunked up- To smoothen old fishing reels- Etc.	1.0	Alternative use	yes	both		50
38484	6750	B000WYCKBG	A2AY4YUOX2N1BQ	Sports & Outdoors	7	Keep a paper towel nearby for any run-off!HIGHLY recommended.	1.0	Usage	yes	both		9
38506	6755	B000X1NZPI	A177EBO9ZCPPRN	Tools & Home Improvement	1	If you buy a lithium ion battery for your Dewalt tool, not previously outfitted with them, youll have to buy one of these chargers too.	1.0	Complementary product	yes	before		25
38520	6757	B000X1TYTO	A52VAHK7AWT7Q	Tools & Home Improvement	10	Im told this is normal.2)  You MUST use the new all yellow charger to charge them.	1.0	Usage	yes	after		15
38578	6761	B000X47YDE	A13YHP6GYXZAEX	Tools & Home Improvement	2	I had to do a little sanding, but hey, what can you expect for this price.	1.0	Usage	yes	after		16
38586	6763	B000X4KP1C	A2XDIUBL3RECOC	Tools & Home Improvement	1	Grips nuts and bolts perfectly without damage.	1.0	First time use	yes	before		7
38587	6763	B000X4KP1C	A2XDIUBL3RECOC	Tools & Home Improvement	2	Also good for a lot of clamping and crimping jobs.	1.0	Alternative use	yes	both		10
38604	6767	B000X5YIP0	A2SF4QMQH4M78M	Sports & Outdoors	5	One thing to mention is the 8mm hex is the handle of the chain tool, so it would be harder to get a lot of torque when using this, with the others one can use the body of the tool itself.	1.0	Usage	yes	after		40
38611	6767	B000X5YIP0	A2SF4QMQH4M78M	Sports & Outdoors	12	The hex keys were sliding out when I first got it, but one can adjust the tightness easily with a 2.5mm hex.	1.0	First time use	yes	after		21
38634	6774	B000X7AJP6	AW68KVDV7BBRS	Sports & Outdoors	1	The problem with this is that once you buy this rest you still need to buy the bags of lead shot (at least 50 pounds, which will run you almost $100 additional unless you get recycled lead shot.	1.0	Complementary product	yes	before		36
38639	6774	B000X7AJP6	AW68KVDV7BBRS	Sports & Outdoors	6	Update July 2, 2014This will NOT work with my AR-15  My vertical grip must be removed in order to use this with my AR-15.... plus I need to modify my rifle.	1.0	Complementary product	yes	before		27
38641	6774	B000X7AJP6	AW68KVDV7BBRS	Sports & Outdoors	8	This rest is designed to work with a slender fore end rifle such as a regular hunting rifle.... My AR-15 is too wide at the fore end so I changed the hand guard (which I wanted to do anyway)  I reversed the front carriage in order to move an offending nub out of the way that was blocking my vertical grip.... then I bought a super slim free floating hand guard to improve accuracy (better than a 35% improvement in grouping.	1.0	Usage	yes	before		79
38650	6775	B000X9EDD8	AEY6F1ERVXGR6	Tools & Home Improvement	8	Just make sure your saw can accommodate this light before purchasing.	1.0	Usage	yes	before		11
38651	6775	B000X9EDD8	AEY6F1ERVXGR6	Tools & Home Improvement	9	"Other reviewers have mentioned that this does not work on every model and you have to make sure you have the proper ""Type"" Dewalt miter saw."	1.0	Usage	yes	before		26
38657	6776	B000X9GAUC	A2IRXEN4UWOFDI	Tools & Home Improvement	3	Dont honk down on it with a 40 grit and expect it to hog off a lot of wood in a short amount of time.	1.0	Usage	yes	both		24
38661	6777	B000XAT8DC	A2A1IM8NEL49KY	Sports & Outdoors	3	Came slightly dull but a couple swipes on the honing rod and it was easily shaving hair off my arm.	1.0	Maintenance	yes	after		20
38691	6784	B000XFYB8E	A21FO8HXJECL08	Sports & Outdoors	6	I wear 8 1/2 boots and purchased a size Medium, which turned out to be a perfect fit for my foot.	1.0	Size	yes	before		19
38702	6787	B000XJ7R54	A2SH7OWE8QJYNC	Sports & Outdoors	3	Also, there doesnt appear to be a plug for the air valve in the ball thing.	1.0	Warning	yes	before		16
38704	6787	B000XJ7R54	A2SH7OWE8QJYNC	Sports & Outdoors	5	I stood in the center of the base (without the ball thing on it) and held on and the handles rattled and felt like they are going to fall off.	1.0	Warning	yes	before		30
38724	6790	B000XMHTJU	AIW8HUF8IQYBV	Baby	1	It is very hard to open the container part after I puree the food.	1.0	Warning	yes	before		14
38731	6791	B000XMHTKO	AY3KLDSGICEUQ	Baby	6	Not only does it help keep the sun off but it keeps people form touching the baby as well.	1.0	Alternative use	yes	before		19
38736	6792	B000XMIXHC	A4G5G2E9F4MQJ	Baby	3	ALSO: the bag is NOT THE ONE PICTURED.	1.0	Other	yes	before		8
