	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
22908	4022	B0006AAS8S	A1CRW5LGAQDZOH	Tools & Home Improvement	4	By making a simple mounting board removing the tail/pin jig from the unit and clamping this setup to your wider board you can dovetail cabinet or drawers deeper than the advertised 12.	1.0	Usage	yes	after		30
22911	4022	B0006AAS8S	A1CRW5LGAQDZOH	Tools & Home Improvement	7	I did use a fronter board to prevent tear out and got a very nice looking joint out of it.	1.0	Usage	no	after		20
22926	4023	B0006AAS8S	ARA501Z9XS3P4	Tools & Home Improvement	4	Youll need to clamp it down or mount it to something, I clamp mine to the edge of a cast iron table saw.	1.0	Usage	yes	after		23
22927	4023	B0006AAS8S	ARA501Z9XS3P4	Tools & Home Improvement	5	Take some scrap wood of the same thickness and experiment(follow directions) and enjoy.	1.0	Usage	yes	after		14
22947	4030	B0006BAJNG	AD4OPAYKN5P0S	Baby	4	These fit their plastic bottles.	1.0	Size	no	before		5
22953	4033	B0006FHB92	A1NZ7OILVNER	Baby	1	The only time Ive had brown wipes is when Ive been out of the house all day long.	1.0	Warning	yes	both		18
22954	4033	B0006FHB92	A1NZ7OILVNER	Baby	2	My main gripe is that this wipe warmer wont fit an entire refill of wipes, which leaves me to keep the leftovers in the open bag, and thats the only problem I have with wipes drying up.	1.0	Size	yes	before		37
23002	4043	B0006G83W0	A3W57Y5J12YY41	Tools & Home Improvement	1	I have tried a number of things to remove sap and resin from my saw blades and then I found this wonderful substance and tried it.	1.0	Usage	yes	both		26
23016	4046	B0006GK6W0	A321W4SSC0F6AP	Toys & Games	6	Im sure if you have really bushy hair, then it will get in the way.	1.0	Warning	yes	before		15
23032	4050	B0006GSLDG	A2H7Q4UOD7JV80	Sports & Outdoors	2	However, these devices can be helpful if you first dig a hole place it, attached to the umbrella post into the hole, and then pack sand in around the anchor and the pole.	1.0	Workaround	no	before		33
23183	4057	B0006HB9G6	A18OBUSMXVE8R0	Toys & Games	9	Find It can be played with by one person or others and will be enjoyed by all ages.	1.0	Population segment	yes	both		18
23206	4061	B0006I8J4U	A3BF6STWM7QN4V	Tools & Home Improvement	3	Only negative - outer pockets need something to keep there mouths closed, elastic, pull string, flap etc.	1.0	Workaround	yes	both		16
23232	4068	B0006M9LSO	A1A7VR4Z4HQHFJ	Toys & Games	3	While her face is aristocratic, her hair is soft and beautifully highlighted, and her make-up is the best Ive seen on a Bratz doll so far, but she just doesnt look as classy as she does on Amazon.	1.0	Other	yes	before		37
23248	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	2	These pliers work great for quickly and cleanly opening and closing links when adjusting the length of chain for hanging fixtures like chandeliers.	1.0	Usage	yes	both		23
23249	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	3	When used properly they wont mar or scratch the surface of polished brass chain or damage the finish on painted or coated chains.	1.0	Usage	yes	both		23
23252	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	6	Overall, if you do a lot of work with things like hanging fixtures, I think these pliers will make your job a lot easier and give better looking results than using some other type of ordinary pliers.	1.0	Usage	yes	both		37
23290	4074	B0006N6UPU	A2IBF31N8P9FPJ	Toys & Games	5	I think girls would also enjoy playing with it....	1.0	Population segment	yes	both		9
23320	4084	B0006NM22K	A2NUKH3RUC7HY6	Toys & Games	2	You will need finger puppets to use with it.	1.0	Complementary product	yes	before		9
23323	4084	B0006NM22K	A2NUKH3RUC7HY6	Toys & Games	5	It is much smaller than the pictures indicated.	1.0	Other	yes	before		8
23330	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	3	Dont let the age recommendation fool you, when we bought our first one (Ill get to that later), my son was 3 and loved it.	1.0	Population segment	yes	before		24
23333	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	6	It doesnt stand up on its own very well, and I like to secure it to my lawn with a few landscape stakes.	1.0	Workaround	no	both		23
23339	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	12	The tubes are very thin and easily breakable and the fins at the bottom are also very thin and not secured well to the tube.	1.0	Warning	yes	before		25
23359	4090	B0006OHN7I	A1CDWWS7NROSD	Toys & Games	4	These are definitely an investment as they are pretty indestructible, can go in the dishwasher, and hold up well to heavy toddler abuse.	1.0	Usage	yes	before		23
23394	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	3	Its hard to meditate when your rear hurts, so this takes care of that!	1.0	Usage	yes	both		14
23397	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	6	Like yoga mats, to keep the curl away from the ends, just roll it in the opposite direction every time you use it and it will eventually stop curling on the ends.	1.0	Workaround	yes	after		32
23401	4099	B0006UD5HO	A1EBY42ZXFUXQQ	Sports & Outdoors	2	It didnt come with instructions for installation but after a bit, I figured it out.	1.0	First time use	yes	after		15
23407	4100	B0006UGQVG	A1ZM846Y7AUYD	Tools & Home Improvement	6	I was delighted to find a useful troubleshooting guide, which utilizes the LED lights on the Safe-T-Beam sensors to diagnose potential problems with your Genie garage door opener.	1.0	Maintenance	yes	after		27
23418	4100	B0006UGQVG	A1ZM846Y7AUYD	Tools & Home Improvement	17	I had the new sensors installed in about 20 minutes and my Genie garage door opener was working perfectly once again.	1.0	Usage	yes	both		20
23423	4102	B0006V2B4G	A3CB8XUO7GU4RW	Sports & Outdoors	1	This shelter is just perfect for using it for camping as a dress shelter or a bathroom.	1.0	Alternative use	yes	both		17
23444	4106	B0006VVITA	AE6LN80KUHS5I	Sports & Outdoors	4	the bad thing about these are that the materiel there made of sticks to the Velcro straps and makes it a job just to re roll.	1.0	Warning	yes	before		26
23479	4110	B0006ZK8CO	AD342OQX4EFN7	Sports & Outdoors	4	I could barely get them around my ankle and I have skinny legs.	1.0	Size	no	before		13
23532	4118	B00073HJGI	A2Q1SKO8XAUINC	Baby	4	Imagine my surprise when I saw how tiny it is.	1.0	Warning	no	before		10
23553	4123	B00074H6RO	A3RRAIE5VGNS0S	Sports & Outdoors	2	My hand measured 9 inches around the knuckles, and an XXL was a perfect fit, as their sizing chart suggested.	1.0	Size	yes	before		19
23559	4124	B00074H714	A3G5MOHY1U635N	Sports & Outdoors	5	If you think you need medium, you, probably, should order large.	1.0	Size	yes	before		11
23576	4129	B00075M5WO	A2IYTPZL3D7YZS	Tools & Home Improvement	1	Excellent visibility, I use this 4XL oversize fits fine for my 2XL winter coat with velcro, it is okay and I use it everyday for walking any parking lot without hitting by any vehicle.	1.0	Size	yes	both		32
23583	4130	B00075RZUG	A12C0UER29529W	Baby	7	The only two real drawbacks Ive found are the seatbelt (3 point harness only instead of 5) and the fact that theres no sun canopy (make sure baby wears a hat outside if its sunny).	1.0	Warning	yes	after		33
23591	4132	B00076OC88	A23LPHC3CC3VGP	Toys & Games	3	The swing rope is attached to a very large bolt.	1.0	Usage	no	both		10
23605	4135	B00076SPZY	A1S5QVS3YLY6FK	Sports & Outdoors	4	Im no small man, at 6-3 255, this little device would barely fit around my forearm, which is the first complaint.	1.0	Size	yes	before		19
23607	4135	B00076SPZY	A1S5QVS3YLY6FK	Sports & Outdoors	6	I would imagine for the average 5-10 180 pound man, that this would work fine, but it was very tight on my forearm and even left red lines.	1.0	Size	yes	before		26
23626	4138	B00077ZDUS	A1JOQ65GZXNDIW	Sports & Outdoors	4	It fits my truck receiver perfectly, with just a tiny bit of wiggle room, and the bike rack fits great inside the 1 1/4 receiver.	1.0	Size	yes	both		23
23629	4139	B000783NW2	AZUD9CW7CE929	Sports & Outdoors	2	Only problem, after washing and drying the pants shrunk.	1.0	Warning	yes	before		9
23631	4139	B000783NW2	AZUD9CW7CE929	Sports & Outdoors	4	Recommend not to put in dryer.	1.0	Maintenance	yes	both		6
23634	4141	B0007917D8	A1HKGDZJ7SOQQ	Sports & Outdoors	1	dont work very well to short	1.0	Warning	yes	before		6
23681	4152	B0007CQDTI	A2KL4S9HU9K409	Sports & Outdoors	5	It just leak air too quickly.	1.0	Warning	no	before		6
23684	4153	B0007CS4EU	A1WYPL0OTLHH7Z	Baby	3	I know some people complained that the cubes dont come out easily but if you ho,d them under the faucet for literally a few secs they slide right out with no effort.	1.0	Workaround	yes	after		33
23737	4163	B0007IS750	A3UVOZ86RCJ009	Sports & Outdoors	1	It doesnt stay no matter how tight I make the belt.	1.0	Warning	yes	before		11
23756	4165	B0007L8BQW	A3OXHLG6DIBRW8	Musical Instruments	3	For the price, this worked a lot better than I expected but it did take some adjustment to the Trim Screw on the receiver to get the clarity and range needed.	1.0	Usage	yes	after		31
23757	4165	B0007L8BQW	A3OXHLG6DIBRW8	Musical Instruments	4	We also had to tape the little wire antenna up so it wasnt hanging in front of the speaker (this might not be an issue for you, depending on where you plug yours in).	1.0	Usage	yes	after		34
23773	4168	B0007LQ26S	A22FR3IXEIRAST	Sports & Outdoors	3	I was able to hear the gas flowing but was not able to get my Coleman North Star lantern to light.	1.0	Warning	yes	before		21
23841	4179	B0007OC0A2	A2WTT0ZUVEU74C	Sports & Outdoors	3	I didnt need to use a lot for it to be effective, so this tube will last me for a long time.	1.0	Usage	yes	after		22
23880	4182	B0007OER0S	A2IO1ESNSIAXG3	Sports & Outdoors	5	If you are a pilot the slide bezel works great for calculating fuel consumption, speed, etc.	1.0	Usage	yes	after		16
23887	4182	B0007OER0S	A2IO1ESNSIAXG3	Sports & Outdoors	12	If I had this to do all over again Id get the stainless version and live with the extra weight.	1.0	Usage	yes	before		20
23896	4184	B0007OWSXG	A2L658RAOSOLDF	Sports & Outdoors	5	Not only do I use it for my step workouts but I also use it as a weight bench for things like chest press and etc.	1.0	Alternative use	yes	both		26
23928	4189	B0007Q3K7C	A2LE8U8K5K0CJI	Sports & Outdoors	3	Not a little leak, but within a few minutes, there would be a puddle where the bag stands.	1.0	Warning	no	before		18
23934	4190	B0007Q3KLS	A3EQQZY9U4LF4Q	Sports & Outdoors	1	These are small bags.	1.0	Warning	yes	before		4
23949	4192	B0007QCO8I	A3IUD6OUAS0A9K	Sports & Outdoors	4	Keep in mind that it may not be a great idea to take this into a really sandy or dirty environment though, since it looks impossible to clean.	1.0	Usage	yes	both		28
23981	4199	B0007SMPD0	A3UKPBTB65LLH6	Tools & Home Improvement	1	Using it to dim a set of halogen bulbs (incandescent obviously).	1.0	Usage	yes	after		11
23987	4199	B0007SMPD0	A3UKPBTB65LLH6	Tools & Home Improvement	7	Can be wired as a single or double switch- meaning that it can be the only switch controlling the light, or can be ganged with another switch across the room so either can be used.	1.0	Usage	yes	after		34
24011	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	6	The design makes it easier to clean over the metal cans of the competition.	1.0	Maintenance	yes	before		14
24014	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	9	Once the filters are fully wetted up, it takes approximately 2+ hours (around 4 when starting with dry filters) for the unit to filter 2.5 gallons of water.	1.0	Usage	yes	both		25
24015	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	10	The unit will hold more than the stated 2.25 gallons in the clean water catch.	1.0	Size	yes	both		14
24017	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	12	There may be a slight chemical taste to the water (imparted by the filters) in the first 4 to 6 gallons of filtered water.	1.0	Warning	yes	both		22
24043	4208	B0007UB5YI	A1IAEIOZQ2M03F	Toys & Games	4	It didnt come with much in the way of furniture, so Im anxious to get some of the add-ons!	1.0	Complementary product	yes	before		18
24117	4219	B0007VBRUE	A3MRUIKOIGZ6QY	Sports & Outdoors	4	Its not very strong in its function.	1.0	Warning	no	before		7
24152	4225	B0007WFGO6	A1M8AYAL3L8ACP	Toys & Games	3	My only complaint is that the sounds dont reflect the instruments that theyre supposed to.	1.0	Warning	yes	before		15
24190	4235	B0007XNNW2	A3Q0K57TNNRGON	Tools & Home Improvement	1	This is not for cutting very thin wires (electronics).	1.0	Usage	yes	both		9
24191	4235	B0007XNNW2	A3Q0K57TNNRGON	Tools & Home Improvement	2	This is also not for bicycle cable wires or safety wires.	1.0	Usage	yes	both		11
24234	4242	B0007YDBDC	A29KZW1RFZVRMY	Toys & Games	4	It also tips very easily so weve had to prop it against a wall to keep it from falling over.	1.0	Workaround	yes	both		20
24236	4242	B0007YDBDC	A29KZW1RFZVRMY	Toys & Games	6	Cinderella appearing in the mirror is a nice touch, however, an adult needs to position and push the key in forcefully for her to appear.	1.0	Usage	yes	both		25
24292	4250	B00080LZVA	A225IZVHUWAT37	Baby	3	Perhaps itll be easier to use for this when he is a little older and has better head control.	1.0	Usage	no	both		19
24316	4254	B00081H75C	A3OPSTH3910FSR	Baby	1	Product works ok, for it to attach firmly you have to wet the bottom which makes it a bit inconvenient to use when you are changing the position all the time.	1.0	Usage	yes	before		31
24319	4256	B00081J3OU	AM29FF4K9EKVN	Baby	1	Heres what I decided after debating for days, researching and reading...- use 1 for where you always plug your vacuum in(so that you dont leave those press-in plug protectors somewhere and forget about it)- use these for all outlets in the babys room (he wont be able to move these like the other brand that has loose springs and you wont have to worry about little press-in plug covers coming out and being swallowed)- use where you plug things in and out oftenWe have a kitchen island with low electrical outlet.	1.0	Usage	no	after		89
24321	4256	B00081J3OU	AM29FF4K9EKVN	Baby	3	In another room, we have a nightlight plugged into it and it works fine.	1.0	Usage	yes	after		14
24322	4256	B00081J3OU	AM29FF4K9EKVN	Baby	4	If you never use plugs (like in dining room or guest room, etc) use the press-in plug covers.	1.0	Usage	yes	after		17
24324	4256	B00081J3OU	AM29FF4K9EKVN	Baby	6	I also do not use this type outlet cover for high-voltage items like the computer, the entertainment system.	1.0	Usage	yes	after		17
24328	4257	B00081L2Q2	A2ZB78R0UFNA4T	Baby	2	Didnt stick well, stay on well, or block the whole window.	1.0	Warning	yes	before		11
24369	4264	B00083K7KW	A34CSXOGVYF94S	Tools & Home Improvement	2	Seems to work just fine, but for some reason, the handle breaks every 6-8 months (the inner plastic ring cracks and it can no longer grip the metal stem).	1.0	Warning	yes	before		28
24388	4265	B00083VDKA	A1HN2ZEPOV8JOG	Tools & Home Improvement	16	One tip to assist in getting the best possible performance from the unit: when first using the dispenser, fill the bottle about 1/4 full of water and pump the water out before adding the intended liquid.	1.0	First time use	yes	after		35
24432	4269	B0008G1OJ2	A2V5R832QCSOMX	Sports & Outdoors	14	Ive tried placing a yoga mat underneath and that helps a bit, but generally I just punch it in one direction, then punch it back into place going the other direction.	1.0	Workaround	no	both		31
24440	4270	B0008G1OOM	A3AJ7MW0QA2FXB	Sports & Outdoors	4	I do put some tape on my knuckles though because some of the stitching ends up cutting into your skin.	1.0	Workaround	yes	both		20
24456	4274	B0008KLAB0	ADD5U5HOW613G	Sports & Outdoors	3	I suspect it would make a great cat scratch post too!	1.0	Alternative use	yes	both		11
24478	4277	B00093D500	A1RG6DXHRLUGDI	Tools & Home Improvement	2	I didnt think Id need pliers this small at first, but they really are useful for positioning stubborn parts in places that a larger pair of needlenose pliers just wont fit.	1.0	Size	yes	both		31
24482	4278	B00093D6PO	A3SACPT3TO506A	Tools & Home Improvement	3	The old broken end is retained in the hex body of the tool with an Allen set screw.	1.0	Workaround	yes	both		18
24495	4280	B00093J0X6	A2BLGCXUR8IT79	Tools & Home Improvement	5	To evenly fill the cells with acid, the instructions suggest to sit the acid container (box with acid bag inside) on top of the empty cardboard box used to contain the battery, and hold the rubber tube extending from the acid container between your fingers to control the flow of acid into the battery cells.	1.0	First time use	no	after		55
24497	4280	B00093J0X6	A2BLGCXUR8IT79	Tools & Home Improvement	7	Before starting this work, I recommend partially filling a bucket with a solution of baking soda and water.	1.0	First time use	no	after		18
24504	4280	B00093J0X6	A2BLGCXUR8IT79	Tools & Home Improvement	14	Be sure to install the battery in a plastic battery box.	1.0	Usage	no	after		11
24514	4282	B00095M5DQ	A2RKI7RPP5CJMG	Sports & Outdoors	4	One note, however, is that I wouldnt put more than two cards per sleeve.	1.0	Usage	no	after		14
24544	4289	B0009A3I5K	AXERER9DA2OTM	Baby	2	We put one in every diaper takes like two extra seconds, but if my daughter  poos, I just toss it or you could flush it.	1.0	Usage	yes	both		25
24547	4289	B0009A3I5K	AXERER9DA2OTM	Baby	5	And for the ones where she doesnt poo I just wash them and lay them flat to dry then reuse them.	1.0	Usage	yes	both		21
24590	4298	B0009ET8CI	A2UN56UFHRJUZA	Baby	2	"It attached strongly, but no matter how I applied it to the drawer, it never ""caught"" it to keep my little one out of the drawer."	1.0	Warning	yes	before		26
24598	4299	B0009ET8CS	A3KJPP3NF9CPVL	Baby	6	They installed very fast, hold sturdy, my husband (who can complain when doing handyman stuff like this) thought it was easy and perfect, he was impressed.	1.0	First time use	yes	both		26
24602	4301	B0009F3OZE	A9OQDRXG3GZ02	Baby	1	I have a slow close toilet and it doesnt work with it.	1.0	Warning	yes	before		12
24606	4303	B0009FUBDW	A2O186CL9LQQVB	Sports & Outdoors	1	Easy to install factory Tippmann part, installs in less than five minutes, must have for all Tippmann 98 custom owners.	1.0	First time use	yes	both		19
24611	4305	B0009FUUO2	A3UJUX6RZ9WVCB	Musical Instruments	3	As usual, after switching to heavier strings you may have to tighten your truss rod a bit to compensate for greater string tension.	1.0	Usage	yes	after		23
24679	4321	B0009IC8V2	A31BD4RXCON7QO	Sports & Outdoors	5	If you want a ball to kick around the backyard and want to fuss with small ice cubes, spillage, and mixing a tiny volume of ice cream, then youre at the right place.	1.0	Warning	yes	both		33
24702	4326	B0009J8RMA	A3P5M5U8HSQP5R	Tools & Home Improvement	5	The problem is that the clips may not be adjusted for the thickness of your drywall.	1.0	Usage	no	both		16
24704	4326	B0009J8RMA	A3P5M5U8HSQP5R	Tools & Home Improvement	7	You should also expect that your first couple of attempts will not be perfect.	1.0	First time use	yes	both		14
24716	4328	B0009JKG9M	A204906HLJ443E	Sports & Outdoors	9	The only con is the weight.	1.0	Warning	yes	before		6
24812	4332	B0009JUP9I	AHQ0KIP330AVX	Sports & Outdoors	1	Dont be put off by the el-cheapo appearance of the SRAM X.7 in the stock photo.	1.0	Other	yes	both		14
24820	4332	B0009JUP9I	AHQ0KIP330AVX	Sports & Outdoors	9	Unfortunately when I was removing my greasy finger prints from the components with denatured alcohol, I inadvertently wiped the SRAM logo off the derailleur cage.	1.0	Warning	yes	after		25
24827	4335	B0009KF4H0	A2YQ7SH5H0RRMA	Sports & Outdoors	2	Has worked great for every use - fantastic for travel abroad for minor repairs (just have the common sense to put it in your checked luggage)	1.0	Usage	yes	after		25
24881	4346	B0009PUPSI	A8FKL1DHTHC12	Sports & Outdoors	2	it tends to give me a head ache i would not recommend indoors you will probably die.	1.0	Usage	yes	after		17
24895	4347	B0009PUPU6	A204KVEV30UDE2	Sports & Outdoors	6	On a side note, if you are camping with people that like to play pranks, DO NOT mount this light over your head in the tent, because someone outside can pull the magnet off and it will fall on your head which i imagine would be quite painful.	1.0	Usage	yes	after		48
24897	4348	B0009PUPX8	A262B3K57YX1CS	Sports & Outdoors	2	That it uses both regular gas and white gas is a plus.	1.0	Usage	yes	both		12
24902	4349	B0009PUQ3C	A1U95J0L5OTY7D	Sports & Outdoors	4	The adapter runs HOT!	1.0	Warning	yes	before		4
24920	4351	B0009PUQ8M	AZCE82VP4M19E	Sports & Outdoors	3	The stake puller is made a bit flimsy, but if you grasp with both hands the steel part below the handle and not the handle it wont bend.	1.0	Workaround	yes	after		28
24935	4353	B0009PUQSM	AR8IZS34VKIMW	Sports & Outdoors	5	It has been documented in many of the other reviews, but I dont tighten the glass viewing knob, so I have had no problems with it breaking.	1.0	Warning	yes	after		27
24951	4355	B0009PUQZK	ATESDW9FQYN0Q	Sports & Outdoors	3	It works great for holding steamers, skillets, and kettles, though.	1.0	Alternative use	yes	both		10
24959	4357	B0009PUSCQ	A3E14WZ04TJR57	Sports & Outdoors	1	The lantern part is great BUT if you plan to use it in any fashion where you move it around a lot forget the base!	1.0	Usage	yes	both		25
24993	4365	B0009R1EW2	AH8M5OGIIKDY7	Tools & Home Improvement	8	The instructions suggest turning the bit with a drill but I found that it cuts very slowly due to the low RPM.	1.0	Warning	yes	before		22
25000	4365	B0009R1EW2	AH8M5OGIIKDY7	Tools & Home Improvement	15	It is not designed for production useage.	1.0	Usage	yes	both		7
25017	4368	B0009RHAT8	A3RBEESTJUZQ6D	Musical Instruments	5	Warning -- do not use any violin stand at all if you have a cat or dog which can come into the room where the violin is resting on the stand.	1.0	Warning	yes	before		30
25041	4374	B0009TNS24	A2YLFY3IOKQA2A	Sports & Outdoors	2	If it is a little too large, you can always cut it down to your preferred size, so order one size larger if in doubt.	1.0	Workaround	yes	after		25
25067	4381	B0009UBSFM	A32OZFDUK07WLV	Baby	4	If you do, the baby easily slips.	1.0	Usage	no	both		7
25072	4383	B0009V0TBU	A21XTA8VWD0LET	Baby	1	Be aware that this base does not work with all SnugRide models.	1.0	Warning	yes	before		12
25073	4383	B0009V0TBU	A21XTA8VWD0LET	Baby	2	The SnugRide 30 seat does not fit with this seat base at all.	1.0	Warning	yes	before		12
25114	4390	B0009VC9RW	AV5FJKDE2F3H5	Sports & Outdoors	3	The handle is actually fairly comfortable for a three finger hold if you have small to medium hands.	1.0	Size	yes	both		18
25137	4394	B0009VCA0S	A445FFOZKY3WZ	Sports & Outdoors	2	I have resharpened it with ceramic sharpeners several times and its easy to sharpen and keeps the edge.	1.0	Maintenance	yes	after		18
25146	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	4	This ball would be a very terrific choice for indoors , as the cushioning seems to make for a ball that is very responsive and lively.	1.0	Usage	yes	before		25
25147	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	5	With a softer outer layer, this ball doesnt fare quite as well outdoors.	1.0	Warning	yes	before		12
25149	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	7	Being sticky, it attracts dirt, and dust, and soon loses its tacky feel.	1.0	Warning	yes	both		13
25150	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	8	And playing on a hoop that has a steel net, probably isnt very healthy for the composite surface.	1.0	Warning	yes	both		17
25152	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	10	It can certainly be used outdoors, it probably wont hold up very well long term, under the more rugged conditions.	1.0	Warning	yes	before		19
25154	4397	B0009VJGBY	A2K952W6473MNQ	Tools & Home Improvement	1	easy to install and the bottle is a nice size for a good amount of soap.	1.0	First time use	yes	both		16
25190	4406	B0009X8N1Q	A1ER3VFCUW47IH	Tools & Home Improvement	5	It also limits your battery choices to one form factor (albeit a common one).	1.0	Warning	no	before		14
25200	4406	B0009X8N1Q	A1ER3VFCUW47IH	Tools & Home Improvement	15	But in the situation where you have a lot of water coming in (or a lot of lift to get it out), or a long blackout, this system can get overwhelmed or under-powered fast.	1.0	Warning	yes	before		33
25215	4409	B0009XAIGY	ATNTC28I6IFJV	Tools & Home Improvement	1	Be very very gentle with them if you want them to last.	1.0	Usage	yes	after		12
25242	4415	B0009XBY2G	A3306R2G4LHEJV	Toys & Games	5	Despite the great game design, the premise of the game is heavy on educational, and is therefore tedious for kids---even those that are good at fractions.	1.0	Warning	yes	before		26
25258	4415	B0009XBY2G	A3306R2G4LHEJV	Toys & Games	21	The unevenness of the dice (apple-shaped) leads to accusations of cheating, scattering the dice, etc.	1.0	Warning	yes	before		14
25293	4422	B0009XY6BM	ALGW0ME47AIBL	Tools & Home Improvement	4	However, I use an old flashlight case, that Ive emptied for extra storage for butt splices, wire nuts, lugs, fuses, and the like.	1.0	Workaround	no	both		23
25295	4423	B0009XYN4M	ABVM0O5QS6PKU	Tools & Home Improvement	2	Unfortunately, this one was horribly inaccurate - the laser line was at least 1/8 away from the cut line.	1.0	Warning	yes	before		17
25309	4425	B000A0IK8O	A200NRJGN6RDKI	Sports & Outdoors	10	Hint:Buy two TSA approved locks (Master Lock 4680DBLK) you need one for the main zipper and one for the pocket for the shoes or whatever you want to put in it...	1.0	Complementary product	yes	both		31
25362	4438	B000A6GTDG	A2WJBUGJ39ZSC8	Musical Instruments	9	If they come with a loose truss rod then this guitar is not for a beginning player as properly adjusting the neck is best left to someone who knows what they are going.	1.0	Warning	yes	after		33
25385	4440	B000A6KOW8	AT47FUB4I5C0C	Baby	2	Like other reviews mentioned, the cubes come out the easiest when you run hot water over the bottom for a few seconds.	1.0	Workaround	yes	after		22
25392	4442	B000A796WG	AH0N60XHGDEFI	Baby	3	Wife have hard time unlocking it due to require strong manly hand to push down with pressure to unleash the lock.	1.0	Warning	yes	after		21
25395	4444	B000A80JXA	A20E9MBDXWJN04	Sports & Outdoors	1	I use these to wear around my house, as theyre easy on, easy off.	1.0	Alternative use	yes	both		14
25415	4448	B000A8BSK8	A1ZINFU49WPZJE	Sports & Outdoors	4	Some might also find assembly a challenge because instructions are not included.	1.0	Warning	yes	before		12
25438	4451	B000AAC5T4	A2BII435N2E9BY	Sports & Outdoors	2	When you read the description it says that you get 4.	1.0	Other	no	before		10
25445	4453	B000AC6DVS	A3HKZSCGFU9T2A	Musical Instruments	3	It it isnt broke, dont fix it.	1.0	Usage	no	after		7
25460	4456	B000ACAM88	A38NHXL5257E3B	Sports & Outdoors	4	Expect to turn alot with trial and error on initial install but once you have it dialed in, you just set the fork, latch it, and lock it, done!The locks included are cheap, but I use it inside the cab when parking in public, but I wouldnt depend on these locks from deterring thieves on an open cab pickup trucks or roof mounts.	1.0	First time use	yes	both		64
25493	4464	B000AJ06U0	A16K2CNP6R6S2E	Sports & Outdoors	1	Ive been all over the world with this thing and the only thing thats happened to it is that the rubber feet on the bottom have been ripped off from what Im guessing is bagage handlers dragging it.	1.0	Usage	yes	both		38
25514	4471	B000AM8BBI	A1MY6YCBL9HY3Y	Tools & Home Improvement	3	Not a lot of carrying around so my durability is fine maybe if you are going to be throwing this around you might want to get something that doesnt have removeable walls.	1.0	Warning	yes	before		32
25515	4472	B000AMBOI0	A1DXJFZRJ8PNO3	Tools & Home Improvement	1	Seems to do the job on standard auto/boat batteries although you do need to limit the test time to less than 10 seconds or its gonna smoke.	1.0	Warning	yes	both		26
25557	4475	B000AO3J9A	AIVU1J51MJ9O2	Sports & Outdoors	12	It took me less then 5 minutes to put up the Timber Creek tent and about 20 to put up the Wenzel.	1.0	First time use	yes	after		20
25563	4475	B000AO3J9A	AIVU1J51MJ9O2	Sports & Outdoors	18	Fortunately for me I had great weather on my trip to Colorado because I would not trust this tent to stand up under even moderate weather conditions.	1.0	Warning	yes	both		27
25592	4481	B000AO7EFA	A94GCTI3VMYKY	Sports & Outdoors	10	I also removed the strings on the zippers and put a small black master lock on each bag to keep people from going through them.	1.0	Usage	yes	after		25
25610	4486	B000AO7NRY	A1M7VLUUTO1NRL	Sports & Outdoors	1	I havent used this too much yet, and I am not used to cycling, but my bones are still very sore using this seat, even though it feels soft to the touch.	1.0	Warning	yes	before		32
25628	4491	B000AO9QX8	A1XQJHUF5K6QMW	Sports & Outdoors	2	I have thick tubes or I would be worried about pinching and blowout.	1.0	Warning	no	before		13
25663	4501	B000AQIMMW	A2ICAW3JU0YHNC	Sports & Outdoors	3	I wouldnt submerge it in water or anything, but it is great quality and looks great.	1.0	Warning	yes	both		16
25673	4504	B000AQQVF2	A1VH6QWC6JZRAC	Sports & Outdoors	6	The only caution is that the design of Presta valves means they can be rather delicate and occasionally break, necessitating the inconvenience of a tube-change - so always handle carefully and use the screw-on dust cap to protect them.	1.0	Warning	yes	after		36
25720	4508	B000ARU9PO	A1RKGC5CRTFPI1	Tools & Home Improvement	21	After the iron sat on and touched the stand (with the tip in contact) the stand acted as a heatsink and the soldering station kept trying to increase the temperature as it thought it was cold.	1.0	Warning	yes	after		36
25724	4508	B000ARU9PO	A1RKGC5CRTFPI1	Tools & Home Improvement	25	A final fun tip:  Forget the sponge and water for cleaning the iron.	1.0	Maintenance	yes	both		13
