	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
33883	5943	B000NJEU54	A3VUOFN7NICXQG	Tools & Home Improvement	2	The case is flimsy; the latches fall of easily.	1.0	Warning	yes	before		9
33884	5943	B000NJEU54	A3VUOFN7NICXQG	Tools & Home Improvement	3	As others have experienced, bits were loose inside when it arrived.	1.0	Warning	yes	before		11
33886	5943	B000NJEU54	A3VUOFN7NICXQG	Tools & Home Improvement	5	The piece count is inflated by the inclusion of many duplicate or almost-identical pieces.	1.0	Warning	no	before		13
33889	5943	B000NJEU54	A3VUOFN7NICXQG	Tools & Home Improvement	8	If you want to drill into drywall they will have no problem, but I had two bits break in half while trying to drill into a hard wood.	1.0	Warning	yes	before		28
33907	5945	B000NJSCH6	AS8D1GSXY637U	Tools & Home Improvement	5	It wont mold and you can throw it in your dishwasher if it gets dirty.	1.0	Maintenance	yes	both		15
33926	5947	B000NJUPAS	A2YOYIZGL8PBX1	Sports & Outdoors	2	It was easy to get zeroed and has stayed zeroed.	1.0	Usage	yes	both		10
33941	5950	B000NK0GH4	A3MC3BG9YYEYFD	Sports & Outdoors	2	It took less than 3 minutes to install.	1.0	First time use	yes	after		7
33971	5958	B000NNR93A	A2UCA36COGT4XY	Sports & Outdoors	2	Was so bad that it broke the chain in two places when jammed on the cassette and rear derailler.	1.0	Usage	yes	before		19
33989	5964	B000NOO3ZQ	AZL0X34JPMQNK	Sports & Outdoors	3	Can also be used to secure your bike rack to your hitch.	1.0	Alternative use	yes	both		12
34002	5970	B000NPPB4C	A2227HWKZ3UDKB	Tools & Home Improvement	1	Description should provide or state you need to buy the air connectors separately.	1.0	Complementary product	yes	before		13
34021	5975	B000NPR2BC	A1FF6WZFYKYQIO	Tools & Home Improvement	2	But the reason I give this set 3 stars is that in many applications youll need your socket to bite down on the bolt head or nut that youre wrenching off, whereas these sockets will likely strip out the bolt heads because they dont have that flare, hexagonal shape to them.	1.0	Usage	yes	both		50
34106	5996	B000NRTGRS	A2S1Z5XZYL9XN9	Toys & Games	2	I have a 3 and a 5 year old daughters.	1.0	Population segment	yes	both		8
34115	5998	B000NRW7CO	A1ZELRU41VHWSF	Sports & Outdoors	2	I wish they would say the rods are all the same size.	1.0	Size	yes	before		12
34159	6011	B000NV6H94	A1JYGLQZ3XNCNK	Sports & Outdoors	1	I couldnt believe how well this fit my 3-year old.	1.0	Population segment	yes	both		9
34187	6014	B000NVBE10	A38E3EMVTA2930	Toys & Games	3	After they remove the clothes the bear is in his underware.	1.0	Usage	yes	both		11
34204	6018	B000NVDFOO	A2IZG5QZVKXZXI	Sports & Outdoors	4	The nozel does allow you to control the water flow.	1.0	Usage	yes	before		10
34206	6018	B000NVDFOO	A2IZG5QZVKXZXI	Sports & Outdoors	6	I did have to make another incision near the tube to allow the other end to be open for a rope to pass through.	1.0	Workaround	yes	after		24
34265	6027	B000NWL7RU	A2LWAUVZWWLYR5	Sports & Outdoors	4	I will use it inside my down semi mummy sleeping bag, and on warmer nights.	1.0	Usage	yes	both		15
34325	6037	B000O3I2CQ	A1UKP9O3RB0VGK	Baby	4	It just glued-on and chips, breaks or falls off with a few toddler tosses or drops.	1.0	Warning	no	before		15
34328	6037	B000O3I2CQ	A1UKP9O3RB0VGK	Baby	7	(we have 2)Teach your child to close the lid when done - if they dont, it will leak.	1.0	Usage	yes	both		17
34348	6040	B000O5166I	A2XD0J38CGQBX	Sports & Outdoors	9	Obviously, one needs to be aware of weapon retention at all times, regardless of the design chosen and this includes the Fobus.	1.0	Usage	yes	both		22
34382	6044	B000O5RO1Y	A1ULMT7BZZKUOT	Tools & Home Improvement	4	My problem with this compressor is that when its running in my basement workshop its so loud that you just hate your life until it stops running.	1.0	Warning	yes	before		27
34406	6046	B000O71L6Q	A1B8K5GQ23FVHW	Sports & Outdoors	13	If you seal from the outside and the sealer peels, it can channel water directly into the needle holes like a funnel, and your tent WILL get wet on the inside.	1.0	Usage	no	both		31
34434	6053	B000O7SQAU	A11OY4JJH21OKM	Baby	2	It is supper soft and is big enough to fit over a mattress topper.	1.0	Size	yes	before		14
34450	6056	B000O8B10Q	AKN6V9Y0YH421	Sports & Outdoors	4	If you are smart and SAFE AND use a BATTERY powered drill, I suppose it is also good small amounts of gasoline or diesel fuel, but I would NOT use it with a standard corded electric drill due to sparking potential.	1.0	Workaround	yes	after		41
34451	6056	B000O8B10Q	AKN6V9Y0YH421	Sports & Outdoors	5	It handles dirt and small debris well, but of course chokes up on large leaf debris and such.	1.0	Usage	yes	both		18
34461	6056	B000O8B10Q	AKN6V9Y0YH421	Sports & Outdoors	15	I did also run STRONG bleach solution through pump after the toilet job and have on 3 occasions pumped small amount of mineral oil dispersed in water (VERY vigorous shaking) to lubricate inner workings of the pump, used about 1/2 pt.	1.0	Maintenance	yes	after		39
34493	6063	B000O94Y0Y	A37EPXF4FM75FK	Toys & Games	2	Needless to say, it is almost impossible to move like other reviewers have stated.	1.0	Warning	yes	before		14
34501	6064	B000OA83UU	A2DFAGA3DYQVVQ	Toys & Games	4	This is a great toy for developing coordination and imagination.	1.0	Usage	yes	both		10
34543	6074	B000OF6X48	A1MDST7ADAHOAI	Tools & Home Improvement	5	The best part of these strips is that if you want to move your frame, all you have to do is pull down on the tab of the strip and it pulls right off with no residue on the wall or object!Note: These stick better on flat surfaces, I have tried on slate walls and some frames stuck well depending on the placement (flat surface), while others would not stick.	1.0	Usage	yes	after		71
34550	6076	B000OGABWM	A3JSOLOAC9DTV1	Tools & Home Improvement	5	One of the switches slipped forward the first time I pushed it, but I easily remedied that problem with a drop of Gorilla glue.	1.0	Workaround	yes	after		24
34578	6083	B000OLCP7Q	AJG7TLQE3LZJZ	Sports & Outdoors	1	Get a newton meter torque wrench (need one that can go up to 60 Nm).	1.0	Workaround	yes	after		14
34619	6093	B000OQU2A8	A2HZAJOSET6UF	Sports & Outdoors	1	The best part about this shirt is that it is extra long.	1.0	Size	yes	before		12
34624	6093	B000OQU2A8	A2HZAJOSET6UF	Sports & Outdoors	6	Get this shirt if you are looking for a shirt that will stay tucked in and feel great.	1.0	First time use	yes	both		18
34644	6100	B000OR88JE	A1YP96MT6W9FTB	Musical Instruments	2	A couple of notes, though:  (1) on the positive side, they are made in the U. S. A. of American-produced materials (unlike silk and steel strings by a famous American guitar company whose name starts with M, which are assembled south of the border); (2) on the negative side, they cost more than M-----s silk and steel strings; (3) in general, silk and steel strings squeak more on position changes than straight steel strings, especially more than flat-wound acoustic strings; (4) the tone is very nice and mellow, sort of a cross between flat-wound steel strings and nylon strings; (5) the DAddario folk set is very easy on the fingers and therefore are ideal if you play a lot, or if you primarily play a fairly light gauge electric string and only acoustic on occasion; (6) they really work best for finger picking (whatever you do, dont use metal finger picks), and are less effective than steel strings for flat picking.	1.0	Warning	yes	before		149
34647	6101	B000ORERWQ	A20N8DWQ54NADP	Sports & Outdoors	3	But I usually just wash it off with water and then it looks good.	1.0	Maintenance	no	both		14
34662	6103	B000OS3AP0	A1163ZDZMF70QN	Baby	1	Be sure you check the Bob website and carefully find the model number of the proper adapter for your car seat & Bob model.	1.0	Usage	yes	before		23
34663	6103	B000OS3AP0	A1163ZDZMF70QN	Baby	2	There are several different adapters and it is easy to buy the wrong one.	1.0	Usage	yes	after		14
34688	6110	B000OUW7Q6	A3OVOTFSCLBANK	Tools & Home Improvement	2	I did fix it by cutting some a block of wood, notching it where the gun handle rests, drilling two holes and screwing it down.	1.0	Workaround	no	both		25
34714	6115	B000OY4WDI	A2IDOKLAT1MP8X	Musical Instruments	7	The key to using this pedal is using it correctly.	1.0	Usage	no	after		10
34718	6115	B000OY4WDI	A2IDOKLAT1MP8X	Musical Instruments	11	Point two - any form of gain will create a ton of hiss.	1.0	Usage	yes	after		12
34719	6115	B000OY4WDI	A2IDOKLAT1MP8X	Musical Instruments	12	Point three - tube amps perform infinitely better than solid state amps (tested through a Frontman 212 and Vox Pathfinder vs an Orange Tiny Terror and Fender HRD).	1.0	Usage	yes	after		26
34721	6115	B000OY4WDI	A2IDOKLAT1MP8X	Musical Instruments	14	Based on the volume of the amp and the room youre in, you will need to tweek the EQ to find that tone.	1.0	Usage	yes	after		23
34732	6118	B000OZASLW	A267L1OWC7DDJV	Sports & Outdoors	1	The hydration pack keeps the water cold for at least 1 1/2 hours and is easy to adjust and use, however, cleaning it is difficult.	1.0	Maintenance	yes	before		23
34733	6118	B000OZASLW	A267L1OWC7DDJV	Sports & Outdoors	2	It is hard to drain the entire bladder after use because of the location of the filling orifice.	1.0	Warning	yes	before		18
34762	6120	B000OZBK32	AEJAGHLC675A7	Sports & Outdoors	14	As others have noted, one can slip a length pipe over the end of the wrench for additional leverage if needed.	1.0	Workaround	yes	after		21
34764	6120	B000OZBK32	AEJAGHLC675A7	Sports & Outdoors	16	And if I cant remember which direction to turn the wrench (do I turn it clockwise or counter-clockwise...) to properly install the amazing new Avenir ATB Pedals, I can always refer to the newPark Tool Big Blue Book of Repair, 2nd Editionfor good instructions from author Calvin Jones.	1.0	Complementary product	yes	both		46
34808	6126	B000P0TP92	A34VA2QLT0X903	Toys & Games	1	You should know that this game makes a loud noise every time you turn it on, so dont plan on playing in the office!	1.0	Usage	no	both		24
34817	6129	B000P1OA1O	AKOE7BW8ULR38	Tools & Home Improvement	2	Perfect for home use, probably not adequate if your job involves measuring line quality or trying to estimate the location at where the fault lies.	1.0	Usage	yes	both		25
34846	6134	B000P24D92	A2GRD5RF79W8UJ	Baby	2	For a normal sized toddler, it is a little short.	1.0	Warning	yes	before		10
34874	6140	B000P3YSLO	A2BLRBS8CFTQN0	Sports & Outdoors	3	Even before I was able to open both sides of the case, it started to bend and warp and the lock latches fell off.	1.0	Warning	yes	before		24
34995	6160	B000P7ANRI	A3ZWI0U1CXY9N	Sports & Outdoors	3	As a couple other reviewers have written, be sure to slide on the vertical slide bar over the main supporting bar before bolting the main bar to anything.	1.0	First time use	yes	before		28
34996	6160	B000P7ANRI	A3ZWI0U1CXY9N	Sports & Outdoors	4	Also dont tighten the bolts until the end because you will want to make some minor adjustments first.	1.0	Usage	yes	both		18
35027	6163	B000P9CZVS	A1M0M3TOS6CD1A	Sports & Outdoors	20	i recommend using hard plastic spatulas/tongs with these pans.	1.0	Complementary product	yes	after		8
35045	6166	B000P9F02Y	A2TRVGIOHA71SX	Sports & Outdoors	2	You need to have a pretty large stand so you arent too close to the element.	1.0	Usage	yes	before		16
35048	6167	B000P9F092	A1UD16T8XBNNIE	Sports & Outdoors	3	We used a large heavy pot for hot water, which the grill did fine with, but the mesh started to show a bit of sagging after a few days.	1.0	Usage	yes	both		29
35070	6172	B000P9IR7O	A2EW6ZBQ2Y5889	Sports & Outdoors	7	The bad part about that is if you put more than 12 cups of water in it, you will boil the water over and it will bubble out the lid.	1.0	Usage	yes	after		29
35071	6172	B000P9IR7O	A2EW6ZBQ2Y5889	Sports & Outdoors	8	Make sure any percolator you use over a campfire is stainless steel with a glass top.	1.0	Warning	yes	after		16
35082	6173	B000P9IRLA	A1QMQBT2864DGV	Sports & Outdoors	9	I added a caribeaner to mine for that reason.	1.0	Workaround	no	both		9
35089	6174	B000P9SXTG	A2I2KPNJDQ9SL0	Tools & Home Improvement	5	The in-line look nicer, but it does not have enough space for 2 plugs when used with a power adapter.	1.0	Warning	yes	before		18
35108	6176	B000PAPO9W	AM870TTAD2RFT	Musical Instruments	2	"This product plugs into the usb port and the guitar plugs into the 1/4"" port (the product specs does not show or say 1/4 plug port)."	1.0	Usage	yes	after		24
35138	6179	B000PBE5X2	A1EXGUV8MMVC65	Tools & Home Improvement	3	The only bad point was that it did leave chipped edges on surfaces which I cut.	1.0	Warning	yes	before		16
35160	6187	B000PD1XI0	A3M9NHHQFQ1E45	Sports & Outdoors	1	when i got it there was a piece of thin plastic blocking off the center that i had to carve out with a knife.	1.0	First time use	yes	after		24
35179	6192	B000PDIBF8	A1OH1LPNTDOWDA	Sports & Outdoors	1	Did not fit my yamaha 150 4 stroke.	1.0	Other	yes	before		6
35182	6193	B000PDWEDS	AENRE9BP7LJMK	Tools & Home Improvement	1	These things are much more durable then the heavy duty cut off wheels...	1.0	Usage	yes	before		13
35184	6193	B000PDWEDS	AENRE9BP7LJMK	Tools & Home Improvement	3	THESE however, I used one wheel for more than 10 minutes and it never broke... Just wore down a bit as expected... Cant ask for a better wheel..	1.0	Usage	yes	before		27
35223	6198	B000PFAS48	A18MVTKTTE8OS8	Toys & Games	3	The balls are similar size to the Haba Ball Track and can roll down the track.	1.0	Complementary product	yes	both		16
35257	6203	B000PHNHMQ	A19RW25Q6206I3	Tools & Home Improvement	14	Cons of the unit: the huge head for nail placement... its 1/8 by an 1/8th which is fine for wall trim but not for  round  or bead trims...	1.0	Warning	yes	before		26
35282	6209	B000PL3MQI	A33JABAIRL4XOO	Sports & Outdoors	2	The have a tendency to unclip on me.	1.0	Warning	yes	before		8
35290	6210	B000PL709I	A329181PCMHE7H	Sports & Outdoors	6	The large was tooooo long for my 38 waist.	1.0	Size	yes	before		8
35296	6211	B000PL709I	A3MCXIEAX35YEN	Sports & Outdoors	5	For any athletic build around 32 in waist, I would recommend the Regular or Medium, however they name it.	1.0	Size	yes	before		18
35303	6213	B000PM1KC0	A2FQZKL2KIZACO	Toys & Games	2	Each doll arrives wearing a dress (in Ariels case a tail), and comes with a second dress and a variety of accessories: teeny tiny shoes, teeny tiny necklaces, and characters from her movie.	1.0	Complementary product	yes	both		33
35319	6213	B000PM1KC0	A2FQZKL2KIZACO	Toys & Games	19	I did get a container to hold all of the teeny tiny pieces and instructed the children to store the shoes and necklaces there when they werent in use, but really, how organized can a three-year-old and a five-year-old be?	1.0	Complementary product	yes	before		38
35347	6218	B000PTSBKW	ASH4KKRATELSW	Tools & Home Improvement	8	But just be forewarned that it doesnt work too well on sinks.	1.0	Usage	yes	after		12
35378	6230	B000PW6BME	A2QOBZN4GUWAFQ	Sports & Outdoors	5	My only complaint is that the front sight needs a hood to protect it.	1.0	Complementary product	yes	after		14
35387	6232	B000PW6Z84	A2ZU2US5W2POQX	Sports & Outdoors	5	This is not what I would call a tactical holster, or one you would want to depend on in a situation where a quick draw is essential.	1.0	Warning	yes	before		27
35403	6236	B000PWBF3O	A1FXEE17U8UIBE	Sports & Outdoors	2	As a note, if you have an RCBS hand priming tool ( not the universal one) you have to use RCBS shell holders with it not universal shell holders.	1.0	Usage	no	before		28
35415	6241	B000PXVO7A	A1FVTVVGKBREAJ	Toys & Games	1	The colors are vibrant, but the letter shapes are not in the best font for learning the alphabet; too many UPPERCASE and lowercase letters look alike.	1.0	Warning	yes	before		26
35416	6241	B000PXVO7A	A1FVTVVGKBREAJ	Toys & Games	2	The magnets are very weak as well.	1.0	Warning	yes	before		7
35457	6249	B000Q7G3VM	AB0ZI13CLWPL6	Baby	5	The material for the covers is easy to wipe clean if anything gets on it.	1.0	Maintenance	yes	both		15
35472	6251	B000Q7V6PU	A25IIU4AU3BCQH	Tools & Home Improvement	5	When it does lock it seems secure, but it only locks sometime.	1.0	Warning	no	before		12
35477	6251	B000Q7V6PU	A25IIU4AU3BCQH	Tools & Home Improvement	10	A friend told me to snap it open repeatedly and that might eventually get the linear lock to work properly.	1.0	Workaround	yes	after		20
35523	6258	B000Q9EN80	A38FOQ1V73ZVJG	Sports & Outdoors	2	I snapped two, one while I was VERY lightly hand-tightening with a screw driver-Paint finish is kinda cheesy (very shiny and cheap-looking).	1.0	Warning	no	before		19
35573	6270	B000QGCJU2	A1LH6RF4UN9VI6	Musical Instruments	3	And the cable included in this pack, well, the plastic (not metal) connector to the mic was cracked.	1.0	Warning	yes	before		18
35591	6275	B000QGRCJA	A880Q9NMFS3F4	Toys & Games	1	It is good for doing tricks but not a good beginner yoyo.	1.0	Usage	yes	before		12
35603	6276	B000QGXWGM	A3L5321KVTAQW2	Baby	11	We only had one night time leakage problem and that was solved by adding a microfiber insert (we used the microfiber cloth you can buy at Costco to polish cars.	1.0	Workaround	yes	both		30
35621	6278	B000QI2VOY	AY39G7X29E3K	Sports & Outdoors	3	They do seem a bit small, as other reviews note, but Im sure theyll stretch.	1.0	Size	yes	both		15
35642	6282	B000QJYK6U	A1U03HWE42DKYI	Baby	2	They make for a couple of cute pictures when your newborn is very small and still in the beginning, but as soon as they can move the product becomes more of a hassle than a help.	1.0	Usage	yes	both		36
35643	6282	B000QJYK6U	A1U03HWE42DKYI	Baby	3	We found placing a burp cloth/cloth diaper over top of them during changes worked just as well if not better.	1.0	Usage	yes	before		19
35658	6284	B000QT1KR2	A223GK6YCLN00F	Sports & Outdoors	7	I had to use a short one supplied, however, this led to a shortage of screws for mounting the fender brackets to the wheel hubs, so I had to find one of my own, but it was a tad long, so I mounted it in from the inside of the hub frame.	1.0	Workaround	yes	after		52
35668	6286	B000QTZOBK	A1WDCTSVCDKNIG	Tools & Home Improvement	2	The top of the lid is plastic and seems to show brush mark scratches easily.	1.0	Warning	yes	before		15
35737	6297	B000R30XAC	A1E70H52I7QUTQ	Sports & Outdoors	11	I do plan on getting a custom sheath in the near future, so the factory sheath isnt a deal breaker for me, just something Id like to see improved upon.	1.0	Complementary product	yes	both		30
35751	6299	B000R4AHJI	A2SPZJX5X5AIN8	Sports & Outdoors	8	The CO2 cylinder screws in easily and seats positively, though there isnt any audible hiss... once seated per manual, you pretty much have to shoot it to know its working.	1.0	Usage	yes	after		29
35769	6302	B000R5PJX6	A1NOJYFXFNJSR5	Sports & Outdoors	4	If youre mechanically NON-inclined like I am, go carefully with that plastic light clip when you install the light.	1.0	First time use	yes	after		18
35771	6302	B000R5PJX6	A1NOJYFXFNJSR5	Sports & Outdoors	6	Anyway, look it over carefully for familiarization before you open it up to attach to your bike.	1.0	First time use	yes	after		17
35803	6307	B000R77L4Y	A3VSZVHLEFUFJC	Sports & Outdoors	14	Washing them is easy in cold water, and they dry quickly on the rack.	1.0	Maintenance	yes	both		14
35816	6308	B000R7872Y	A2MZF2IY1ICZEU	Sports & Outdoors	9	The best (and may I say ONLY) way to get the scope mount to fit is to file alot of the bottom off it.	1.0	Usage	no	after		24
35867	6316	B000R8LZF4	A2JREWK2CCX8WJ	Tools & Home Improvement	2	I only wish they had a locking stud to keep them closed when not in use.	1.0	Usage	no	before		16
35870	6316	B000R8LZF4	A2JREWK2CCX8WJ	Tools & Home Improvement	5	I would buy blunt tipped nippers if I had to do this over.	1.0	Usage	yes	before		13
35895	6320	B000R9GG1G	ACGSKBNSQWTFH	Sports & Outdoors	12	Take note, be careful, pay attention........... take your time.	1.0	Warning	no	both		9
35901	6320	B000R9GG1G	ACGSKBNSQWTFH	Sports & Outdoors	18	If not used correctly, you could damage your rims.	1.0	Warning	no	both		9
35911	6322	B000R9P1NA	A320IJ954B2AU3	Sports & Outdoors	3	"As a result, I went to Wal-Mart, Bass Pro, and several smaller gun stores before I found a single-screw style that fit:  Tasco High Centerfire"" rings worked quite well."	1.0	Complementary product	no	before		27
35982	6338	B000RFC3BM	A1K7HQUS5QPNZR	Baby	2	Have to really struggle to find just the right point to snap them on tight.	1.0	Usage	yes	before		15
35985	6339	B000RFCSMQ	AUWHNG3R740RK	Baby	2	Theone thing I did notice is that after a few weeks the sponge starts to come apart.	1.0	Maintenance	yes	both		17
35989	6340	B000RFCXIK	AHG030SSMCVGO	Baby	3	"The only piece of advice is to make sure the two little ridges on the inside of the lid align and ""hug"" the divider of the cup part."	1.0	First time use	yes	after		28
35991	6340	B000RFCXIK	AHG030SSMCVGO	Baby	5	:)Theyre also good for Cheerios or puffs when baby grows into a toddler, and then once toddler grows up, theyre great for moms craft supplies.	1.0	Alternative use	yes	after		25
36034	6350	B000RHJT6C	APD84S1D99RKE	Baby	2	These are pet bags, if you just go to pet smart or target they are cheaper in the pet section.	1.0	Warning	yes	before		20
36130	6366	B000RN53LQ	A2EZWZ8MBEDOLN	Musical Instruments	11	He likes it fine-  I gave 3 stars because its a good way for junior to experement with effects and to practice without annoying the neighbors.	1.0	Usage	yes	before		24
36185	6372	B000RNSDKE	AA7P2NEC94K79	Sports & Outdoors	2	"Some of the Q&A; above indicate the bar is ""capped"" at the end of the sleeves... which doesnt appear to be accurate, at least in the case of the bar I received."	1.0	Warning	yes	before		33
36188	6372	B000RNSDKE	AA7P2NEC94K79	Sports & Outdoors	5	This bar is stiff.	1.0	Warning	no	before		4
36247	6381	B000RSOV50	A3IS6HB3B4M2YF	Tools & Home Improvement	4	To rehab NIMH I discovered that you want to use the test function not the refresh function.	1.0	Usage	yes	after		17
36249	6381	B000RSOV50	A3IS6HB3B4M2YF	Tools & Home Improvement	6	The Manual does not explain the use of each function very well.	1.0	Warning	yes	before		12
36273	6385	B000RVWY42	A1BCRHGUE3ZWEU	Musical Instruments	4	Only downfall is that you can only use a single function at any one time.	1.0	Warning	yes	before		15
36286	6387	B000RW0GT6	A1CNDQC2IXGEPN	Musical Instruments	10	I did replace the pins with Presentation Tusq Pins, I could not really tell a difference in sound, but it did make it look nicer.	1.0	Usage	yes	after		25
36375	6403	B000RZ2IR6	A3BQX6QJ0RV39A	Sports & Outdoors	3	But the pad is a little long at the top and bottom (approx 1+ mm) and the holes are not drilled right.	1.0	Size	yes	before		21
36383	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	3	The biggest issue is that the crisscross back straps dont hold it to your waist as expected.	1.0	Warning	yes	after	before	17
36384	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	4	I keep having to use caution as to not catch it in machines.	1.0	Warning	no	after	after	13
36385	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	5	For the price I can live with it and maybe get a waist strap added.	1.0	Complementary product	yes	both		15
36394	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	1	We got this for my son when he was about 18 months old, and he loves it!	1.0	Population segment	yes	before		16
36397	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	4	The pieces are sturdy, and although its a little stiff initially, after a few uses, they fit together and come apart very easily!	1.0	Usage	yes	both		23
36491	6420	B000S6I530	A38GX6ELL563CJ	Toys & Games	13	Keep a stock of AAs and AAAs handy - if this cars as popular in your home as it is in mine, youll need em.	1.0	Complementary product	yes	before		24
36493	6421	B000S7ZSTS	AT8LHXT8R38MB	Tools & Home Improvement	2	Attempting  to bond two metal pieces together (the adhesive looked strange) it would not hold.	1.0	Warning	yes	before		15
36515	6423	B000S8WOOY	A3BMWLJ73D3I1D	Sports & Outdoors	2	Easy to lock and unlock when on the rope, Can be used with a combination of items for additional tools, lowering, locking, etc.	1.0	Usage	yes	both		23
36552	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	4	The amazing amount of weight this hook can hold without issue is astonishing.	1.0	Usage	yes	both		13
36558	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	10	Can hold a crazy amount of weight compared to a typical screw in hook, even when install in just drywall.	1.0	Usage	yes	both		20
36560	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	12	Built in leveling line as well as a tang make hanging them without a level easier and faster.	1.0	Usage	yes	both		18
36573	6434	B000SELU52	A2RMC2QHONGPGC	Baby	4	Definitely recommend to any mommy who has an upstairs nursery!	1.0	Usage	yes	before		10
36602	6442	B000SL4JVW	A2YECMVP6YAKUO	Sports & Outdoors	6	Dont forget to turn it off.	1.0	Usage	yes	both		6
36643	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	4	The problem is that I didnt consider that for task #2 there was another attachment we would need and a couple of scraping tools which are available in another kit so I now have two of each of these accessories because it was cheaper to purchase a more complete kit than buy the tools separately.	1.0	Usage	yes	before		54
36644	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	5	My suggestion is that before ordering this kit, you give some thought to the jobs for which you will need it.	1.0	Usage	yes	before		21
36645	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	6	This kit is fine for the original purpose but not complete enough for another task currently underway using the sequel kit with the detail scrapers.	1.0	Usage	yes	both		25
36658	6454	B000STKK9E	A35341SNQB7RE	Sports & Outdoors	3	I would highly recommend these grips if you are looking to improve your accuracy all around.	1.0	Other	yes	both		16
36663	6456	B000SXSMYK	AGK8MTJY9D9B9	Baby	1	This did not shrink when I washed and dryed it.	1.0	Maintenance	yes	both		10
36668	6457	B000SZM78A	A1I6HYQVP0C53N	Sports & Outdoors	2	"For reference, on my size 10 feet top of the sock rises an inch above my ankle ""knob""."	1.0	Size	yes	both		17
36697	6461	B000T2C7Z0	A11MNKGD2VLZOB	Sports & Outdoors	5	However, it should be noted that that side mounting bracket is NOT included with the safe (it is pictured with the side mounting bracket).	1.0	Complementary product	yes	before		24
36709	6462	B000T2YKIM	A87OAC23M1AVX	Toys & Games	10	If you are a childcare provider, teacher (Id say K & 1st would be best), or parent of 2-8-year olds (who wouldnt put them in their mouths), this is a wonderful set to hone their counting, sorting, visual discrimination, and fine motor skills.	1.0	Usage	yes	both		40
36734	6466	B000T5PMZ4	A1XAI08G1SA66C	Baby	2	But after using it everyday, it got flimsy and thin.	1.0	Usage	yes	before		10
36764	6473	B000T9S2BG	A1RW8298N7K6JM	Toys & Games	4	The candles are difficult to insert, and tip all over the place once they are inserted.	1.0	Warning	yes	after		16
36842	6485	B000TGBZI6	A1NNZB448WT9OU	Toys & Games	3	Secondly, within the first few minutes of my child playing with the figurine, Donald Ducks hand just simply fell off and this was not a result of the item being played with aggressively.	1.0	Warning	yes	before		33
36849	6486	B000TGDGLU	A3AVJCB1ZD6ZY5	Tools & Home Improvement	5	You have to have some clearance around them to keep nearby items from catching fire and this takes up a lot of much-needed floor space.2.	1.0	Warning	yes	before		23
36867	6489	B000TH4MMG	A6MB1MKAGJ3G4	Sports & Outdoors	3	My advice to buyers: Be prepared to return the pads, because just having Promax mechanical disc brakes isnt enough - you apparently have to have a specific style, too.	1.0	Warning	yes	before		28
36871	6490	B000TH8OJS	AGXY576DF2CJ2	Sports & Outdoors	4	Tread is good for asphalt and sandy surfaces.	1.0	Usage	yes	both		8
36914	6500	B000TTNCWK	A3SC9EQJVD4HMI	Sports & Outdoors	3	The screwing up/down action is smooth and fast, unlike some other carabiners where it takes a ridiculous amount of turns to lock and unlock the thing.	1.0	First time use	yes	before		25
36921	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	4	Could use some lock-tite for the bolts going through the gun though.	1.0	Usage	yes	after		11
36924	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	7	If you have a long pump handle, this will not work.	1.0	Usage	yes	before		11
36925	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	8	Make sure your pump handle does not cover the load door on the bottom of the riffle during a pump action.	1.0	Usage	no	after		21
36929	6503	B000TUT87W	A2UKRIEK1LYW17	Tools & Home Improvement	3	After cutting the desired opening in the drywall I bought a 1x4 and cut it into 15 inch sections, used some construction adhesive and carefully slide them in while gently alternating the hammer from top to bottom driving the spacers in so I could box in the studs to make a 16 opening for inside bolt holes (12 of them).	1.0	Workaround	yes	both		56
36942	6506	B000TY190C	A2PH8N4M6Z4VKE	Tools & Home Improvement	2	Of course I dont use them to drill tough stuff like stainess, but theyre great for the softer stuff; brass, aluminum, plastic, wood, dried super glue tube tips.	1.0	Usage	yes	both		28
36964	6510	B000U3U1WY	A3DN558D2UA7Y0	Baby	1	Looks cute, but started falling apart within 6 months.	1.0	Usage	no	before		8
36967	6511	B000U3X1YY	AJ97IBS9M6HE7	Sports & Outdoors	2	I do add the cloth correctly, step by step, but always seem to get it to tear while going through the chamber, so I bought a snake bore to prevent any serious damage.	1.0	Complementary product	yes	both		33
36987	6515	B000U3Z85Y	AR0TID0Y19R2X	Sports & Outdoors	11	Meaning it is not very concealable.	1.0	Warning	no	before		6
